14.230 53.530 A 
9.591 38.670 C 
9.850 44.720 C 
11.036 58.700 B 
12.088 74.450 A 
5.074 20.060 A 
12.841 -8.810 A 
8.044 48.930 B 
9.858 40.120 C 
14.627 63.900 A 
11.615 66.270 A 
9.176 41.130 C 
14.381 59.220 A 
10.758 13.000 B 
8.685 24.910 B 
9.020 39.190 C 
11.672 64.380 B 
12.657 79.790 A 
9.789 31.610 C 
11.518 29.300 B 
7.840 56.410 B 
8.670 35.640 B 
9.314 39.710 C 
13.832 21.140 A 
5.932 82.770 A 
10.257 47.660 C 
9.737 79.730 A 
14.576 48.400 A 
12.148 56.620 B 
6.294 28.980 A 
9.131 52.790 B 
9.974 83.560 A 
10.970 28.340 B 
12.652 2.330 A 
14.849 70.640 A 
10.696 31.770 C 
7.041 62.980 A 
10.613 31.490 C 
14.881 70.900 A 
9.416 84.540 A 
11.889 21.500 B 
11.020 42.810 B 
12.831 36.490 B 
9.880 69.850 B 
12.330 54.880 B 
14.698 49.650 A 
8.978 39.940 B 
7.787 54.490 B 
9.718 26.990 B 
10.537 -7.250 A 
12.728 45.670 B 
9.716 40.900 C 
6.558 21.490 A 
10.230 41.860 C 
9.865 45.110 C 
7.369 33.620 B 
10.252 30.170 C 
8.057 49.180 B 
9.370 27.930 B 
7.313 18.590 A 
6.051 67.110 A 
13.602 52.270 A 
10.085 52.020 B 
9.844 45.890 C 
8.935 22.570 B 
9.846 39.580 C 
10.890 31.470 C 
9.382 39.960 C 
9.233 32.410 C 
14.467 -4.450 A 
9.833 20.760 B 
10.032 43.120 C 
8.347 29.560 B 
10.905 40.790 C 
6.609 66.530 A 
14.111 6.970 A 
10.848 47.650 C 
9.574 47.930 C 
7.783 47.950 B 
10.324 59.740 B 
11.591 27.030 B 
7.839 51.060 B 
9.820 22.130 B 
8.428 45.690 B 
12.577 36.870 B 
11.148 77.720 A 
8.335 -2.690 A 
14.907 68.250 A 
9.124 47.140 C 
14.208 67.360 A 
6.801 31.370 A 
9.044 28.590 B 
7.740 6.890 A 
10.479 30.290 C 
10.287 42.310 C 
10.737 20.630 B 
9.812 38.990 C 
8.302 50.170 B 
9.562 34.600 C 
9.959 16.280 B 
8.742 36.950 B 
9.887 41.570 C 
14.524 62.910 A 
8.465 11.770 A 
9.354 30.720 C 
8.561 39.320 B 
12.507 14.940 A 
9.499 33.660 C 
9.567 38.870 C 
9.420 43.880 C 
7.901 35.560 B 
9.053 46.230 C 
10.969 59.560 B 
9.990 43.950 C 
12.320 46.200 B 
5.634 74.170 A 
11.270 32.790 B 
10.749 13.500 B 
10.299 76.810 A 
9.826 60.210 B 
10.426 43.330 C 
10.018 46.070 C 
10.455 45.450 C 
9.145 63.750 B 
10.634 42.000 C 
9.432 43.400 C 
12.523 30.400 B 
10.068 1.140 A 
6.288 61.900 A 
13.383 17.630 A 
11.690 49.440 B 
9.572 34.380 C 
10.959 76.380 A 
14.719 41.610 A 
9.996 30.460 C 
9.745 48.220 C 
5.590 14.340 A 
5.180 10.940 A 
10.570 62.000 B 
10.889 63.970 B 
11.660 44.640 B 
13.762 37.980 A 
10.161 20.610 B 
8.658 48.760 B 
11.103 33.220 B 
10.542 47.570 C 
7.009 68.180 A 
10.408 26.560 B 
9.414 56.440 B 
9.251 44.750 C 
10.779 45.490 C 
11.320 18.020 B 
5.842 77.900 A 
9.306 -5.990 A 
14.931 44.610 A 
9.683 10.920 B 
12.239 28.080 B 
9.111 34.030 C 
10.605 53.590 B 
9.143 33.030 C 
10.944 55.860 B 
14.439 60.220 A 
6.776 62.440 A 
5.508 49.230 A 
8.231 1.560 A 
12.111 23.410 B 
10.524 43.840 C 
10.947 0.250 A 
9.969 37.730 C 
8.727 18.480 B 
12.371 53.080 B 
10.406 6.680 A 
6.760 82.260 A 
5.992 78.490 A 
11.270 35.860 B 
9.929 34.460 C 
6.783 20.750 A 
10.477 30.820 C 
9.664 49.400 C 
5.074 22.780 A 
11.115 19.480 B 
10.006 49.360 C 
9.196 46.540 C 
6.693 56.150 A 
7.388 40.580 B 
10.829 56.050 B 
9.985 36.240 C 
6.495 -3.210 A 
9.893 43.300 C 
11.032 64.130 B 
9.369 30.080 C 
13.415 11.780 A 
7.896 57.100 B 
6.978 85.590 A 
9.478 39.790 C 
9.470 5.870 A 
10.590 38.700 C 
10.027 42.540 C 
7.188 9.070 A 
9.986 39.110 C 
